,index,Titre,Année,Genres,Synopsis,Note,Votes,Popularité,Durée,youtube_url,poster_url,id,Budget,Recette,Synopsis_fr
569,1479,La Fine Fleur,2021,Comédie,"Eve used to be one of the most famous rose creators in the world. Today, her company is on the verge of bankruptcy. On top of that, her secretary Vera has hired three outcasts with absolutely no gardening skills. Though they have nothing in common, they come up with the most crazy plan that could change their lives forever...",6.566,99.0,1.6562,94.0,https://www.youtube.com/watch?v=neey9Yebb2k,https://image.tmdb.org/t/p/w500/q1t2rzWx3CzlXcsXMZRo6VK3Q2E.jpg,716920,0.0,0.0,"Eve était l'une des créatrices de roses les plus célèbres au monde. Aujourd'hui, son entreprise est au bord de la faillite. En plus de cela, sa secrétaire Vera a embauché trois parias qui n'ont absolument aucune compétence en jardinage. Bien qu'ils n'aient rien en commun, ils imaginent le plan le plus fou qui pourrait changer leur vie pour toujours..."
570,1485,JCVD,2008,Drame | Action | Comédie | Crime,"Between his tax problems and his legal battle with his wife for the custody of his daughter, these are hard times for the action movie star who finds that even Steven Seagal has pinched a role from him! This fictionalized version of Jean-Claude Van Damme returns to the country of his birth to seek the peace and tranquility he can no longer enjoy in the United States, but inadvertently gets involved in a bank robbery with hostages.",6.642,558.0,1.85,96.0,https://www.youtube.com/watch?v=HNHfdkVzNzs,https://image.tmdb.org/t/p/w500/Z8v8Z91NO6ccw63HhQjLmK0PJz.jpg,13672,6000000.0,2342211.0,"Entre ses problèmes fiscaux et sa bataille judiciaire avec sa femme pour la garde de sa fille, les temps sont durs pour la star du film d'action qui découvre que même Steven Seagal lui a chipé un rôle ! Cette version romancée de Jean-Claude Van Damme retourne dans son pays natal à la recherche de la paix et de la tranquillité dont il ne peut plus jouir aux États-Unis, mais se retrouve par inadvertance impliqué dans un braquage de banque avec des otages."
571,1487,Louise-Michel,2008,Comédie,"In this radical and endearing black comedy, a group of retrenched female factory workers decide to pool their compensation money… and hire a hit man to liquidate their boss.",6.1,97.0,0.7821,90.0,https://www.youtube.com/watch?v=G1r-BRfe_Dw,https://image.tmdb.org/t/p/w500/l8aZdUlkvcNiqrthjwnCFlp7AZr.jpg,21145,0.0,0.0,"Dans cette comédie noire radicale et attachante, un groupe d'ouvrières licenciées décident de mettre en commun leurs indemnités… et engagent un tueur à gages pour liquider leur patron."
572,1493,Micmacs à tire-larigot,2009,Action | Comédie | Crime,"While standing in the doorway of the video shop where he works, Bazil is inadvertently shot in the head. Now homeless and jobless, he is taken in by a troupe of misfits who live in a giant mound of trash. There Bazil begins his quest for revenge against the people who produced the gun that shot him.",6.634,657.0,1.3275,104.0,https://www.youtube.com/watch?v=bB12cw9XoqY,https://image.tmdb.org/t/p/w500/2OcUbLKWnc3DwPpZfKy5OJDY4AI.jpg,27936,33000000.0,14000000.0,"Alors qu'il se tient devant la porte du vidéoclub où il travaille, Bazil reçoit par inadvertance une balle dans la tête. Désormais sans abri et sans emploi, il est recueilli par une troupe de marginaux qui vivent dans un gigantesque tas d'ordures. Là, Bazil commence sa quête de vengeance contre les personnes qui ont fabriqué l'arme qui lui a tiré dessus."
573,1494,J'irai mourir dans les Carpates,2020,Comédie | Thriller,"Antoine de Maximy disappeared in the Carpathian Mountains during the filming of J'irai dormir chez vous (2005) after a car accident . His editor, Agnès, tries to find him thanks to the pictures of his trip.",6.4,70.0,0.6346,96.0,https://www.youtube.com/watch?v=vEdgSX1Mkm4,https://image.tmdb.org/t/p/w500/63zLQ0djzdbmwzK2eymu6bWLbNX.jpg,719747,300000.0,0.0,"Antoine de Maximy a disparu dans les Carpates lors du tournage de J'irai dormir chez vous (2005) après un accident de voiture. Sa rédactrice, Agnès, tente de le retrouver grâce aux photos de son voyage."
574,1500,Envole-moi,2021,Comédie | Drame,"Thomas, a blasé young man, spends his nights in clubs and his days in bed. Until his father, Dr. Reinhard, fed up with his son’s escapades, cuts him off completely and forces him to take care of one of his young patients. Mar- cus, 12, was born with a serious congenital disorder. He lives with his mother in the poor suburbs of Paris and spends his days either at the hospital or in a center for sick children. This encounter will disrupt their lives and change them both, profoundly and forever.",6.7,89.0,0.9163,93.0,https://www.youtube.com/watch?v=rVckCelfruE,https://image.tmdb.org/t/p/w500/Aviebr72gvK9I73m68Go3K4hq1r.jpg,783558,0.0,0.0,"Thomas, jeune homme blasé, passe ses nuits en boîte et ses journées au lit. Jusqu'à ce que son père, le Dr Reinhard, las des frasques de son fils, lui coupe complètement les ponts et l'oblige à s'occuper d'un de ses jeunes patients. Marcus, 12 ans, est né avec une grave maladie congénitale. Il vit avec sa mère dans la banlieue pauvre de Paris et passe ses journées soit à l'hôpital, soit dans un centre pour enfants malades. Cette rencontre va bouleverser leur vie et les changera profondément et pour toujours."
575,1510,Les Parfums,2020,Comédie | Drame,"Anne Walberg is a celebrity in the world of perfume.  She creates fragrances and sells her incredible talent to companies of all kinds.  She lives as a diva, selfish, with a strong temper.  Guillaume is her new driver and the only one who is not afraid to stand up to her.  No doubt this is the reason why she does not fire him.",6.442,147.0,0.6636,100.0,https://www.youtube.com/watch?v=RG9UiPUbudc,https://image.tmdb.org/t/p/w500/e9RoR2oSgFv4a8nI0tFO0kceXVz.jpg,658905,0.0,0.0,"Anne Walberg est une célébrité dans le monde du parfum.  Elle crée des parfums et vend son incroyable talent à des entreprises de tous bords.  Elle vit comme une diva, égoïste, avec un fort caractère.  Guillaume est son nouveau chauffeur et le seul à ne pas avoir peur de lui tenir tête.  C'est sans doute la raison pour laquelle elle ne le licencie pas."
576,1514,Les Bureaux de Dieu,2008,Comédie | Drame,A realist dramedy about dedicated social workers who devote their long shifts to helping pregnant women.,6.7,17.0,0.9689,120.0,,https://image.tmdb.org/t/p/w500/2WXWVf94h6TlnInTWsPTCgycLPr.jpg,8901,0.0,0.0,Une comédie dramatique réaliste sur des travailleurs sociaux dévoués qui consacrent leurs longues journées à aider les femmes enceintes.
577,1516,Jeff Panacloc perd le contrôle !,2016,Comédie | Familial,"Jeff loses control over Jean-Marc, taking over the whole show!",7.9,41.0,0.1354,113.0,,https://image.tmdb.org/t/p/w500/sUOZRkqrL0Ivh2STNYjzVwiydUx.jpg,366594,0.0,0.0,Jeff perd le contrôle de Jean-Marc et reprend tout le show !
578,1518,Le Vilain,2009,Comédie,"With gun-toting rivals on his tail, a daring bank robber takes refuge in the quiet residential street here he grew up and where his mother, Maniette, still lives. An unscrupulous property developer, Korazy, is buying up the neighborhood to turn it into a gleaming new banking district, but to her son's disgust Maniette leads the inhabitants resistance. Her ingenious methods provoke her boy's admiration, but he fights back with sneaky traps and underhand tricks when Maniette tries to force him to do the right thing just once in his life.",6.374,143.0,1.073,86.0,https://www.youtube.com/watch?v=n9-pCf7pg4U,https://image.tmdb.org/t/p/w500/kXT55egw9uyAWXqIE2mStDrqNZ5.jpg,35436,8616269.0,6593565.0,"Avec des rivaux armés à ses trousses, un audacieux braqueur de banque se réfugie dans la rue résidentielle calme où il a grandi et où vit toujours sa mère, Maniette. Un promoteur immobilier sans scrupules, Korazy, rachète le quartier pour en faire un nouveau quartier bancaire rutilant, mais au grand dégoût de son fils, Maniette mène la résistance des habitants. Ses méthodes ingénieuses suscitent l'admiration de son garçon, mais celui-ci riposte avec des pièges sournois et des astuces sournoises lorsque Maniette tente de le forcer à faire la bonne chose une seule fois dans sa vie."
579,1520,LOL (Laughing Out Loud),2009,Comédie,"Lola is a striking teenaged girl who is on the cusp of adulthood and longs to rush into the adult world of independence, freedom and sexual exploits, but is tenaciously held back by her mother.",6.5,1341.0,1.5234,107.0,https://www.youtube.com/watch?v=LyR5G7FG8sg,https://image.tmdb.org/t/p/w500/cqAlMlnCh2pTaM7us9bO2WlODEY.jpg,21861,10900000.0,31451622.0,"Lola est une adolescente frappante qui est à l'aube de l'âge adulte et aspire à se précipiter dans le monde adulte de l'indépendance, de la liberté et des exploits sexuels, mais elle est retenue avec ténacité par sa mère."
580,1521,Sous le ciel d'Alice,2021,Comédie | Drame,"In the fifties, young Alice leaves her natal Swiss mountains for the sunny and vibrant shores of Beirut. She falls madly in love with Joseph, a quirky astrophysicist intent on sending the first Lebanese national into space. Alice quickly fits in among his relatives, but after years of bliss, the civil war threatens their Garden of Eden.",6.7,42.0,1.0668,90.0,https://www.youtube.com/watch?v=cEjC6qaUf0Y,https://image.tmdb.org/t/p/w500/4l4cgDejw3gL0UzJzouXfWFBxId.jpg,712345,0.0,0.0,"Dans les années cinquante, la jeune Alice quitte ses montagnes suisses natales pour les côtes ensoleillées et vibrantes de Beyrouth. Elle tombe folle amoureuse de Joseph, un astrophysicien décalé déterminé à envoyer le premier ressortissant libanais dans l'espace. Alice s'intègre rapidement parmi ses proches, mais après des années de bonheur, la guerre civile menace leur jardin d'Eden."
581,1524,Rumba la vie,2022,Comédie,"Tony is a macho middle-aged school bus driver in the provinces with no friends or relations. A sudden heart attack throws him into a tailspin. Tony's convinced he's going to die. When his cardiologist warns him : We all need others. Alone, we're nothing. Tony decides to reconnect with the daughter he abandoned twenty years earlier, when she was just a baby. Still a coward, he's unable to screw up the courage to actually confront her directly. So he decides to sign up for a dance class she's teaching in Paris. Incognito, of course. To get to know her gradually… in a desperate attempt to give some meaning to his empty life. In the process, he has more than a few dance steps to learn!",6.184,117.0,1.0458,103.0,https://www.youtube.com/watch?v=obbS96u6SRg,https://image.tmdb.org/t/p/w500/66tSxn5ZS6YBUgYN1TUb4KN7V8m.jpg,665388,0.0,0.0,"Tony est un chauffeur de bus scolaire machiste d'âge moyen vivant en province, sans amis ni relations. Une soudaine crise cardiaque le jette dans une chute libre. Tony est convaincu qu'il va mourir. Quand son cardiologue le prévient : Nous avons tous besoin des autres. Seul, nous ne sommes rien. Tony décide de renouer avec la fille qu'il a abandonnée vingt ans plus tôt, alors qu'elle n'était qu'un bébé. Toujours lâche, il est incapable de trouver le courage de l'affronter directement. Il décide alors de s'inscrire à un cours de danse qu'elle donne à Paris. Incognito, bien sûr. Apprendre à la connaître progressivement… dans une tentative désespérée de donner un sens à sa vie vide. Ce faisant, il lui reste bien plus que quelques pas de danse à apprendre !"
582,1525,Les 2 Alfred,2021,Comédie,"Down-on-his-luck, unemployed Alexandre has two months to prove to his wife he can take care of his two young kids and be financially independent. Now, the thing is, although The Box, a user-friendly startup, wants to hire him on pro- bation, the company’s slogan is “No kids!” and Séverine, his future boss, is a short-tempered “killer”. So if Alexandre wants to land the job, he’s bound to lie... Will his meeting with Arcimboldo, an “entrepreneur of himself” and the king of online odd jobs, help the brave, disoriented Alexandre overcome all those challenges?",6.467,135.0,0.8791,92.0,https://www.youtube.com/watch?v=v16gfliiW8I,https://image.tmdb.org/t/p/w500/3Otv7PEeyHllIeUO2AV7Yf22KRs.jpg,665387,0.0,3158212.0,"Malchanceux, Alexandre au chômage a deux mois pour prouver à sa femme qu'il peut s'occuper de ses deux jeunes enfants et être financièrement indépendant. Or, même si The Box, une start-up conviviale, souhaite l’embaucher en probation, le slogan de l’entreprise est « No kids ! » et Séverine, sa future patronne, est une « tueuse » colérique. Alors si Alexandre veut décrocher le poste, il est obligé de mentir... Sa rencontre avec Arcimboldo, « son entrepreneur » et roi des petits boulots en ligne, aidera-t-il le courageux et désorienté Alexandre à surmonter toutes ces épreuves ?"
583,1544,La Belle Personne,2008,Drame | Comédie,"In the wake of her mother's tragic death, French teenager Junie transfers to a different high school. Though Junie lives mostly inside her own head, her beauty and stoicism win her the attention of the entire male student population. Junie begins dating the gentle Otto Cleves, but finds herself intensely drawn to her youthful Italian language teacher, Nemours. When Nemours begins to reciprocate, serious complications ensue.",6.465,231.0,1.4056,90.0,https://www.youtube.com/watch?v=wmP6QNebjwQ,https://image.tmdb.org/t/p/w500/3oPsIafpLOWSblIpEFajty6yefn.jpg,38846,0.0,0.0,"À la suite de la mort tragique de sa mère, l'adolescente française Junie est transférée dans un autre lycée. Bien que Junie vive principalement dans sa propre tête, sa beauté et son stoïcisme lui valent l'attention de l'ensemble de la population étudiante masculine. Junie commence à sortir avec le doux Otto Cleves, mais se retrouve intensément attirée par son jeune professeur d'italien, Nemours. Lorsque Nemours commence à lui rendre la pareille, de graves complications s'ensuivent."
584,1545,Le Petit Nicolas,2009,Comédie | Familial,"Nicolas has a happy existence, parents who love him, a great group of friends with whom he has great fun, and all he wants is that nothing changes. However, one day, he overhears a conversation that leads him to believe that his life might change forever, his mother is pregnant! He panics and envisions the worst.",6.066,1163.0,1.8154,90.0,https://www.youtube.com/watch?v=TlwJHnQgrH0,https://image.tmdb.org/t/p/w500/hANHPZ4CdCdGSWlE1QPWHJyiSsd.jpg,31203,22700000.0,62794894.0,"Nicolas a une existence heureuse, des parents qui l'aiment, une super bande d'amis avec qui il s'amuse bien, et tout ce qu'il veut c'est que rien ne change. Pourtant, un jour, il surprend une conversation qui lui laisse croire que sa vie pourrait changer à jamais : sa mère est enceinte ! Il panique et imagine le pire."
585,1556,Le Dernier Mercenaire,2021,Action | Comédie,A legendary secret service agent comes out of hiding and returns to France to help the son he's never met get out of trouble.,6.355,662.0,2.2279,110.0,https://www.youtube.com/watch?v=Jqt6Cn7YiaE,https://image.tmdb.org/t/p/w500/urRPA4YZ3hupFFPvFMS7Bk7J5kb.jpg,729720,0.0,104750555.0,Un agent légendaire des services secrets sort de sa cachette et revient en France pour aider son fils qu'il n'a jamais rencontré à se sortir du pétrin.
586,1562,Barbaque,2021,Comédie | Horreur,"Sophie and Vincent’s small butcher shop is on the brink of bankruptcy and their marriage is falling apart. Their lives are turned upside down when Vincent accidentally kills a vegan activist who vandalized their shop. Overwhelmed and terrified of being accused of murder, their only solution is to get rid of the body by turning it into ham. To their surprise the ham is so popular that it may save their business… that is if they’re ready to keep “hunting""!",6.432,526.0,1.6769,88.0,https://www.youtube.com/watch?v=i5baI4qD6ac,https://image.tmdb.org/t/p/w500/rNtC9jzCGLYBlHDbr8iDW89vUkI.jpg,730769,0.0,0.0,"La petite boucherie de Sophie et Vincent est au bord de la faillite et leur mariage s'effondre. Leur vie est bouleversée lorsque Vincent tue accidentellement un militant végétalien qui a vandalisé leur magasin. Accablés et terrifiés à l'idée d'être accusés de meurtre, leur seule solution est de se débarrasser du corps en le transformant en jambon. À leur grande surprise, le jambon est si populaire qu'il pourrait sauver leur entreprise… à condition qu'ils soient prêts à continuer à « chasser » !"
587,1567,Pourris gâtés,2021,Comédie,"The billionaire is tired of the whims of his own children and decides to teach them a lesson. He announces to them that he has become bankrupt. Now spoiled teenagers will have to do what they have never done: go to work, learn to love and value life.",6.047,604.0,2.6804,95.0,https://www.youtube.com/watch?v=xCnVQ4WkRwg,https://image.tmdb.org/t/p/w500/sb3hYPMDHjyUBID95jqMRoFMbl2.jpg,671043,0.0,0.0,"Le milliardaire en a assez des caprices de ses propres enfants et décide de leur donner une leçon. Il leur annonce qu'il est en faillite. Désormais, les adolescents gâtés devront faire ce qu'ils n'ont jamais fait : aller travailler, apprendre à aimer et valoriser la vie."
588,1570,Mascarades,2008,Comédie | Drame,"Mounir Mekbek lives with his family in a small village in the heart of the Algerian countryside. Very proud and sure of himself, he has only one dream- to finally be appreciated by his fellow villagers. Screwing up his carefully maintained image is his headstrong, narcoleptic sister Rym who falls asleep anywhere and whom the village is convinced will end up a spinster. One evening, Mounir returns from town drunk and announces that he's found a suitor for his sister. The fake story snowballs and snowballs until the suitor morphs into a rich, blonde Australian. The village begins preparing for the wedding in earnest - but without a bridegroom in sight.",6.6,17.0,0.3631,92.0,https://www.youtube.com/watch?v=yInTZL5lZAQ,https://image.tmdb.org/t/p/w500/tFIt2Yis53RuPiiTtyGzSM1yHsC.jpg,64643,0.0,0.0,"Mounir Mekbek vit avec sa famille dans un petit village au cœur de la campagne algérienne. Très fier et sûr de lui, il n'a qu'un rêve : être enfin apprécié par ses concitoyens du village. Son image soigneusement entretenue est gâchée par sa sœur têtue et narcoleptique, Rym, qui s'endort n'importe où et dont le village est convaincu qu'elle finira par devenir célibataire. Un soir, Mounir revient ivre de la ville et annonce qu'il a trouvé un prétendant pour sa sœur. La fausse histoire fait boule de neige et fait boule de neige jusqu'à ce que le prétendant se transforme en une riche et blonde Australienne. Le village commence sérieusement à préparer le mariage, mais sans marié en vue."
589,1572,Les Femmes du square,2022,Comédie,"Angèle, a thirty-something from Ivory Coast, always cope thanks to the gift of gab and audacity. To escape from a bunch of dangerous criminals, she becomes a nanny in the uptown Paris, hired by Hélène, the single mom of eight years old Arthur. Discovering the work conditions of her colleagues, she decides to stand up for their rights, thanks to a young lawyer who will quickly fall for her.",6.394,66.0,0.7817,105.0,https://www.youtube.com/watch?v=TRZDwB0seWc,https://image.tmdb.org/t/p/w500/nX23elqKFlOtbXT4HlqcOv9l1L4.jpg,765822,0.0,0.0,"Angèle, une trentenaire ivoirienne, s'en sort toujours grâce à son don de bavardage et d'audace. Pour échapper à une bande de dangereux criminels, elle devient nounou dans les beaux quartiers de Paris, engagée par Hélène, la mère célibataire d'Arthur, huit ans. Découvrant les conditions de travail de ses collègues, elle décide de défendre leurs droits, grâce à un jeune avocat qui va vite craquer pour elle."
590,1573,Les Amours d’Anaïs,2021,Drame | Romance | Comédie,A young woman struggling to stay on top of everything in her life meets a married publisher and begins an affair with him.,6.2,161.0,1.1165,98.0,https://www.youtube.com/watch?v=VBZwx1UqFkk,https://image.tmdb.org/t/p/w500/nJM1BPqwlaPwF7ZiNNYpKxwF1og.jpg,781453,0.0,41356.0,Une jeune femme qui lutte pour rester au courant de tout dans sa vie rencontre un éditeur marié et entame une liaison avec lui.
591,1576,Incroyable mais vrai,2022,Comédie | Fantastique | Mystère,Alain and Marie moved to the suburb house of their dreams. But the real estate agent warned them: what is in the basement may well change their lives forever.,6.026,428.0,0.8971,74.0,https://www.youtube.com/watch?v=1G5JmMVkuXE,https://image.tmdb.org/t/p/w500/9fmikGwdV1OgJloxQPWTdCFR9sv.jpg,735697,4340000.0,2329813.0,Alain et Marie emménagent dans la maison de banlieue de leurs rêves. Mais l’agent immobilier les a prévenus : ce qu’il y a dans le sous-sol pourrait bien changer leur vie à jamais.
592,1587,Oranges sanguines,2021,Comédie | Horreur | Crime | Drame,"Simultaneously, a retired couple overwhelmed by debt tries to win a dance contest, as the minister of economy is suspected of tax evasion, and a teenage girl encounters a sexual maniac, while a young lawyer attempts to climb the social ladder. When the shoe drops, the winner won’t necessarily be the one we expected.",6.0,104.0,0.7594,102.0,https://www.youtube.com/watch?v=3siYVnnSZTk,https://image.tmdb.org/t/p/w500/qLaYBkXhqPEsJIR4kipMCWt6Of3.jpg,833404,0.0,0.0,"Parallèlement, un couple de retraités accablés de dettes tente de remporter un concours de danse, alors que le ministre de l'économie est soupçonné de fraude fiscale, et une adolescente rencontre un maniaque sexuel, tandis qu'un jeune avocat tente de gravir l'échelle sociale. Quand le sabot tombera, le vainqueur ne sera pas forcément celui auquel on s’attendait."
593,1601,Les Vedettes,2022,Comédie,"Daniel and Stéphane, two salesmen working in the same store but who cannot stand each other, decide despite everything to team up to participate in television games so they can pay their debts.",6.08,333.0,0.803,102.0,https://www.youtube.com/watch?v=fUILGxPu46o,https://image.tmdb.org/t/p/w500/nfeLQ1aLVIKxxjypaa8DXSFoueW.jpg,740460,0.0,2627605.0,"Daniel et Stéphane, deux vendeurs travaillant dans le même magasin mais qui ne se supportent pas, décident malgré tout de s'associer pour participer à des jeux télévisés afin de pouvoir payer leurs dettes."
594,1604,Neuilly sa mère !,2009,Comédie,Samy moves from the underdeveloped crime-ridden French suburb to the riches of Neuilly.,6.0,946.0,1.0861,90.0,https://www.youtube.com/watch?v=cDqh7W0zT6M,https://image.tmdb.org/t/p/w500/XLNEeGnPhazwU0GuEuJMShGUvS.jpg,26691,0.0,0.0,Samy quitte la banlieue française sous-développée et en proie à la criminalité pour s'installer dans les richesses de Neuilly.
595,1609,Le Roi de l'évasion,2009,Aventure | Comédie,"43-year-old Armand Lacourtade, a man who sells farm machines in the country, is getting sick of his homosexual life. When he encounters a young girl called Curly, he changes sides. Chased by her parents and the police, they brave all dangers to live this forbidden love and become an odd couple. But is it really what Armand dreamed about?",6.0,27.0,0.9972,93.0,,https://image.tmdb.org/t/p/w500/yZ9QTedkbBUR5HkwVVcmulTfJUi.jpg,43616,0.0,0.0,"Armand Lacourtade, 43 ans, vendeur de machines agricoles à la campagne, en a assez de sa vie homosexuelle. Lorsqu'il rencontre une jeune fille appelée Curly, il change de camp. Pourchassés par ses parents et la police, ils bravent tous les dangers pour vivre cet amour interdit et former un drôle de couple. Mais est-ce vraiment ce dont rêvait Armand ?"
596,1613,Irréductible,2022,Comédie,"Vincent, a civil servant, has always enjoyed the benefits of his family's status. When the government votes on a massive savings plan, Vincent is pushed out. When he is transferred to the North Pole, he meets Eva and finds love. It's time for him to choose.",6.013,279.0,1.298,83.0,https://www.youtube.com/watch?v=-xXDfZBHV4E,https://image.tmdb.org/t/p/w500/yfnm5qyQqAf7RB6dXj2k7I4zakb.jpg,745608,0.0,0.0,"Vincent, fonctionnaire, a toujours bénéficié des avantages du statut familial. Lorsque le gouvernement vote un plan d'économies massives, Vincent est mis dehors. Lorsqu'il est transféré au pôle Nord, il rencontre Eva et trouve l'amour. Il est temps pour lui de choisir."
597,1620,Super-héros malgré lui,2022,Comédie | Action | Familial,"A struggling actor seems doomed to live life as a loser. When he finally snatches a lead role as a superhero named “Badman,” he feels like everything is possible, but fate strikes again.",6.335,559.0,3.6788,82.0,https://www.youtube.com/watch?v=08KzFxipUXE,https://image.tmdb.org/t/p/w500/4nuElmKU1F53qGq0MskGgyRH8Q2.jpg,746333,0.0,7375119.0,"Un acteur en difficulté semble condamné à vivre sa vie de perdant. Lorsqu’il décroche enfin le rôle principal d’un super-héros nommé « Badman », il a l’impression que tout est possible, mais le destin frappe à nouveau."
598,1622,Loin du périph,2022,Comédie | Action,"Ousmane Diakité and François Monge are two cops with very different styles, backgrounds and careers. The unlikely pair are reunited once again for a new investigation that takes them across France. What seemed to be a simple drug deal turns out to be a much bigger criminal case wrapped in danger and unexpected comedy.",6.055,511.0,1.7612,121.0,https://www.youtube.com/watch?v=ybOo44VMci0,https://image.tmdb.org/t/p/w500/y22kargXqjLyPrtWOATshqwnQDL.jpg,785985,0.0,0.0,"Ousmane Diakité et François Monge sont deux flics aux styles, parcours et parcours très différents. Les deux improbables se retrouvent une nouvelle fois pour une nouvelle enquête qui les emmène à travers la France. Ce qui semblait être un simple trafic de drogue se révèle être une affaire criminelle bien plus importante, pleine de dangers et de comédie inattendue."
599,1625,HLM Pussy,2024,Comédie | Drame,"Amina, Djeneba and Zineb are three inseparable teenagers who find themselves in hot water when they post a video on social networks identifying an assailant who attacked one of the three. The video draws a public outcry, and they will have to choose between continuing their fight or giving in to pressure.",6.0,19.0,0.4154,101.0,https://www.youtube.com/watch?v=9yF8NSt44wI,https://image.tmdb.org/t/p/w500/8gPBC7YeYLf0THz2eDdBWPGjObc.jpg,1001472,2500000.0,0.0,"Amina, Djeneba et Zineb sont trois adolescentes inséparables qui se retrouvent dans une situation délicate lorsqu'elles publient sur les réseaux sociaux une vidéo identifiant un agresseur qui s'en est pris à l'une des trois. La vidéo suscite un tollé général et ils devront choisir entre poursuivre leur combat ou céder aux pressions."
600,1628,Trois fois rien,2022,Comédie,"Twig, Cap and Rusty live however they can in the Bois de Vincennes, east of Paris. This may completely change the day they learn they are the national lottery winner – though it is less than expected! Yet, they still need to collect the money and share it in equal parts. The hardest part of all will be to resume a “normal” life, filled with surprises and contradictions.",6.101,69.0,1.1132,98.0,https://www.youtube.com/watch?v=eDFLymQqWfo,https://image.tmdb.org/t/p/w500/7uyeiUG935yI0WHJd9Sl3yCefba.jpg,783573,0.0,0.0,"Twig, Cap et Rusty vivent comme ils peuvent dans le Bois de Vincennes, à l'est de Paris. Cela pourrait complètement changer le jour où ils apprendront qu’ils sont les gagnants de la loterie nationale – même si ce sera moins que prévu ! Pourtant, ils doivent encore collecter l’argent et le partager à parts égales. Le plus dur sera de reprendre une vie « normale », pleine de surprises et de contradictions."
601,1633,Si on chantait,2021,Comédie | Musique,"Franck just had the most crazy and wonderful idea for a company that would finally get him and his friends proper jobs. As Uber delivers food, Amazon daily items, Song Express will deliver songs. To your friends, or your loved one, or yourself, anywhere you want. It is brilliant, it is foolish, it could work… For Franck, Jean-Claude, Sophie and José, Song Express becomes something more than just a professional challenge: it is the dream of a lifetime.",6.2,83.0,0.1571,96.0,https://www.youtube.com/watch?v=7N2iwv8xq-M,https://image.tmdb.org/t/p/w500/xNYYiZUu3OCFBY7f2ELiGAqDFC.jpg,844043,0.0,0.0,"Franck vient d'avoir l'idée la plus folle et la plus merveilleuse d'une entreprise qui lui procurerait enfin, à lui et à ses amis, de vrais emplois. Alors qu'Uber livre de la nourriture et des articles quotidiens d'Amazon, Song Express livrera des chansons. À vos amis, ou à votre proche, ou à vous-même, où vous le souhaitez. C'est génial, c'est idiot, ça pourrait marcher… Pour Franck, Jean-Claude, Sophie et José, Song Express devient bien plus qu'un simple défi professionnel : c'est le rêve d'une vie."
602,1636,Tellement proches,2009,Comédie,"Famille : Groupe de personnes réunies par des liens de parenté et un fort sentiment de solidarité morale et matérielle. Quand Alain a épousé Nathalie, il ne savait pas qu'il épouserait aussi sa famille. Ce samedi, comme toutes les semaines, ils sont invités à dîner chez son beau-frère, Jean-Pierre à Créteil. C'est vrai, Alain en a marre de ces dîners familiaux, mais il ne sait pas encore ce qui l'attend véritablement ce soir-là... Ni les jours qui suivent",6.543,267.0,1.1432,98.0,https://www.youtube.com/watch?v=cMOqwjo5_-U,https://image.tmdb.org/t/p/w500/2mR6ItN0WEGnpPmM3xFcgHkTypQ.jpg,19268,0.0,0.0,"Famille : Groupe de personnes réunies par des liens de parenté et un fort sentiment de solidarité morale et matérielle. Quand Alain a épousé Nathalie, il ne savait pas qu'il épouserait aussi sa famille. Ce samedi, comme toutes les semaines, ils sont invités à dîner chez son beau-frère, Jean-Pierre à Créteil. C'est vrai, Alain en a marre de ces dîners familiaux, mais il ne sait pas encore ce qui l'attend véritablement ce soir-là... Ni les jours qui suivent"
603,1639,Compagnons,2022,Comédie | Drame,"At 19, passionate about street art, Naëlle (Najaa Bensaid) is forced to follow a reintegration project with other young people, her last chance to avoid being separated from her loved ones. Touched by the young girl, Hélène (Agnès Jaoui), the site manager and her instructor, introduces her one day to the Maison des Compagnons de Nantes, a world of traditions that promotes craftsmanship excellence and transmission between generations. Alongside Paul (Pio Marmai), a companion stained glass artist who agrees to take her for training in his studio, Naëlle discovers a universe with codes very different from hers that could give new meaning despite her difficulties in life. Naëlle will carve a place for herself in the fascinating world of stained glass and will realize that the Companions' values are not just empty words.",6.7,47.0,0.1332,110.0,https://www.youtube.com/watch?v=WXmW-Z05Zig,https://image.tmdb.org/t/p/w500/e9RKLxCrVfl8JRbpS57gkmlWlLN.jpg,827168,0.0,0.0,"A 19 ans, passionnée de street art, Naëlle (Najaa Bensaid) est contrainte de suivre un projet de réinsertion avec d'autres jeunes, sa dernière chance pour éviter d'être séparée de ses proches. Touchée par la jeune fille, Hélène (Agnès Jaoui), la responsable du chantier et son moniteur, lui font découvrir un jour la Maison des Compagnons de Nantes, un monde de traditions qui favorise l'excellence artisanale et la transmission entre générations. Aux côtés de Paul (Pio Marmai), un compagnon vitrailliste qui accepte de l'emmener se former dans son atelier, Naëlle découvre un univers aux codes bien différents du sien qui pourrait lui donner un nouveau sens malgré ses difficultés dans la vie. Naëlle se fera une place dans le monde fascinant du vitrail et se rendra compte que les valeurs des Compagnons ne sont pas que de vains mots."
